"","job_id","jobbank..Job.Title.","industry","jobdesc"
"175",175,"Data scientist","Computer Software","Position: Data scientist
Location: Scottsdale, AZ
Any Visa is fine
only on W2 to Emvia Inc
 
Job Description:
o 3+ years in an analytic role, preferably with direct experience in big data solutions & approaches
o SME in statistics, analytics, big data, data science, machine learning
o Hands-on experience analyzing large amounts of data to derive unique, actionable insights
o Strong communication skills and partnerships with technology, product strategy, client management
o Strong working knowledge of data models and processes
o Ability and confidence to collaborate and influence senior leaders and business partners
o Self starter and autonomous, able to work as part of global team, strong sense of ownership
o Degree in statistics, mathematics, operations research, economics, engineering or information science

Job Requirements

Thanks & Regards,
Harish Amanchi
P: 214 903 4408||Email: [Click Here to Email Your Resumé] 

"
"176",176,"Staff (Senior level) Biostatistician","Other Great Industries","TheBiostatisticianwill provide technical leadership within the Statistical Affairs Department in conduct and analysis of studies directed towards the development, verification, validation, and monitoring of medical products. This role works across Clinical Affairs, Design Quality Engineering, Design Quality Systems, and Global Development to ensure a high quality of data & analysis results in regulatory submissions.Key ResponsibilitiesResponsible for designing, planning, and executing statistical analyses of studies directed towards the development, verification, validation, and monitoring of products
Develops and uses statistical methodology to evaluate analytical and clinical study data.
Interprets and evaluates test data and results of very complex studies and develops appropriate recommendations.
Perform detailed review of clinical study protocols and development plans to ensure that the appropriate data collection and statistical analysis requirements are specified to support study endpoints.
Develops the statistical component of protocols for development-phase projects
Ensure that clinical monitoring plans, data management plans, and statistical analysis plans are harmonized and ensure delivery of high quality data and analysis results for regulatory submissions
Interact with members of the Data Management and Clinical Affairs teams to align scientific aspects of the clinical study to data collection, monitoring, and analysis activities.
Develops Statistical Analysis Plans (SAP) for clinical studies, maintains plan through life cycle of study, and executes analyses per plan.
Develops statistical analysis programs to merge complex data structures from multiple databases, create analysis data set (ADS) and generate tables, listings, and figures (TLF) for reports. Provides complex specifications and directions to clinical data analysts for creation of ADS and/or TLFs.
Participate in development of database clinical trial data specifications, including eCRF design, user requirements, edit rules/checks, query logic, and data validations. Ensures data specifications align with statistical analysis requirements and goals.
Contributes to the development of processes, procedures, and standards associated with analysis of clinical studies, data management, and reporting for regulatory submissions.
Mentors statistical staff on statistical methodology and programming. Assists in departmental training of staff.
Keeps abreast of new developments in statistics, industry development, and regulatory guidance through literature review and attendance at workshops and professional meetings.
Staff Biostatistician(Or Senior Staff - Depending on Level of Experience)Elmsford NY or Newark, DECompetitive Salary, Bonus, 6% 401K, 4 Weeks PTO, Excellent BenefitsWe have a newly created opening for an experienced Senior (Staff or Senior Staff Level) Biostatistician with a longstanding client; a multi-billion global medical diagnostics/instrumentation company. They have strong revenue growth, a stable environment, very low turnover, and offer the opportunity to work on customized, complex medical products that impact people's lives. This is an ideal role for candidates who are detail-oriented, have strong problem solving and scientific thinking skills, a collaborative mindset, and enthusiasm for topics related to data analysis, programming, presentation of data, and science. A willingness to share this enthusiasm with colleagues and to have fun is a must.Requirements:Masters degree in Statistics/Biostatistics strongly preferred
8-25+ years experience, with expertise in statistical and data analysis with medical diagnostics, medical devices, pharmaceutical, life sciences, or similar. Must have some experience with R&D based, clinical trials. Could come from IVD, device, CRO, pharma, or hospital setting. 
Proficiency in statistical programming (SAS, R) and query of relational database systems (SQL). Certifications in SAS programming a plus.
Experience with extraction of data and reporting within Clinical Data Management systems (e.g. Medidata RAVE, Medrio, Oracle Clinical).
Strong knowledge of statistical theory, experimental design and clinical trial methodologies, linear and nonlinear modeling, categorical and non-parametric methods, sample size calculations.
Desired knowledge of statistical methodologies such as Quality by Design, Design Space, Experimental Designs, Regression.
Ability to work independently and in project teams - mentor & lead junior Statisticians
Ability to understand scientific questions and formulate statistical and data-analytic methods to provide solution to novel problems.
Experience with analysis of complex data from multiple source.
Excellent communication skills (written and spoken). Strong ability to interact with others and to distill complex concepts in simpler terms to generalized audiences"
"177",177,"Senior Data Scientist","Internet - ECommerce","
The Company
Worldpay is making payments smarter, faster and easier for all our partners, as well as the consumers they serve. From the largest retailers in the U.S. to the coffee shop down the street, we are leading the transformation in payments through chip-enabled cards, mobile wallets, eCommerce, and payment solutions for businesses of all sizes. We are the fastest growing payments company in the U.S., first in PIN Debit transactions and the second largest merchant acquirer. Visit Worldpay.com for more.
The Opportunity
Worldpay's growth is one attributed not only to our first-in-class products and services, but also our ability to find new avenues of opportunity. This sense of discovery is thanks to the innovative and visionary work of our Marketing team; a team that leaves no stone unturned in seeking out and exploring new channels for Vantiv. When we are proactive and beating the trends in our marketing strategy, we stay ahead of the competition and assure continued growth and success at Worldpay.
The Senior Data Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" that generate insights to untapped client solutions. He/she will develop and code software programs, algorithms and automated processes to cleanse large datasets into meaningful information for gathering insight. By being able to draw conclusions from large, disparate sources of data, Vantiv can identify and pursue new areas of growth, preempt trends and continue our exponential growth.
Rewarding Impact. Fulfilling Careers.
Making an impact isn't something reserved for people in corner offices. At Worldpay, it comes from people in every corner of the office. People with ambition, optimism and courage. We provide growth and opportunity and give employees flexibility in how they get the job done. You might not expect that from a big payments company, but we're smart enough to know how to hire the best and when to step aside and let them lead. Our goal is that you never stop learning and you never cease to amaze--especially yourself. If this fits your career goal, we can't wait to welcome you on board.
Responsibilities:
Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights and solutions for client services and product enhancement.
Interacts with product and service teams to identify questions and issues for data analysis and experiments.
Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.
Identifies meaningful insights from large data and metadata sources.
Interprets and communicates insights and findings from analysis and experiments to product, service and business managers.
Having wide-ranging experience, uses professional concepts and company objectives to resolve complex issues in creative and effective ways.
Ability to draw on past experience and current data to influence business partners and provide insightful analytics.
Ability to challenge conclusions and impact business outcomes.
Works on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors.
Exercises judgment in selecting methods, techniques and evaluation criteria for obtaining results.
Networks with key contacts outside own area of expertise.
Ability to perform onsite due diligence of potential acquisition targets.
Ability to influence outcomes and business partner decisions (viewed as trusted business advisor) with extensive subject matter expertise.
Works in larger cross-functional teams with ability to influence senior leaders in Finance and Business.
Determines methods and procedures on new assignments and may coordinate activities of other personnel.
Qualifications:
Typically requires a minimum of 8 years of related experience with a Bachelor's degree; or 6 years and a Master's degree; or a PhD with 3 years of experience; or equivalent experience.All the above duties and responsibilities are essential job functions for which reasonable accommodation will be made. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. This position description is not to be construed as an exhaustive statement of duties, responsibilities or requirements. Employees may be required to perform any other job-related instructions as requested by their leader, subject to reasonable accommodation.
"
"178",178,"Biostatistician II","Other Great Industries","NESCO Resource is currently recruiting for a Biostatistician for a 1-year contract position with our client in North Tucson, (Oro Valley), AZ. 
 
Job Summary
Provides statistical support to development and clinical research projects; interacts with research personnel to ascertain needs and develops appropriate design and statistical solutions. Writes statistical analysis plans (SAPs) and statistical reports for use by internal and external customers.
 
Essential FunctionsInteracts with product developers and clinical investigators to design clinical trials with appropriate statistical methods and adequate sample size for statistical justification of clinical utility claims.
Writes data analysis plans as needed to capture design elements and statistical methodology.
Performs data analysis and prepares statistical reports of results.
Performs Quality Control (QC) for statistical analyses by other biostatisticians to ensure analysis quality.
Conducts randomization and blinding of samples.
Develops data entry spreadsheets as needed.
Evaluates databases and statistical analysis programs and interacts with computer groups to determine hardware/software compatibility.
Maintains expertise in state-of-the-art data manipulation and statistical analyses.
Manages technical aspects of project(s), as assigned.
Monitors work to ensure quality, and continuously promotes Quality First Time.

 
 
QualificationsEducation:          
Minimum: Masters degree in Statistics or a related field
Preferred: PhD degree in Statistics or a related fieldExperience:        
Minimum:           Masters plus 3 years statistical analysis in a healthcare environment or PhD plus significant experience in analysis and reporting using statistical software.
Preferred:           Experience with SAS
                              Design of Experiments (DOE) experience
                              Experience in FDA submissions and in vitro diagnostic testsKnowledge, Skills and Abilities:Knowledge of FDA guidelines for in vitro diagnostic devices and the required statistical basis for sensitivity, specificity, agreement rates, and reproducibility testing required for validation and FDA clearance and approval.
Strong ability to collaborate across departments and interact with various levels in the organization.
High attention to detail with skill in producing organized reports.
Ability to write statistical code and documentation.
Ability to work in a team-focused environment is essential, as all statistical analyses under design control require both lead statistical analysis and quality control (QC), each conducted by different individuals who must coordinate activities.

 
 
 For immediate consideration apply now and/or contact me directly: Kristy Ramos at 520-505-4667.  
 
If you would be interested in other positions in Tucson, we have several additional opportunities available please see www.nescoresource.com for more openings.  If you know someone looking for a new opportunity we will pay you for your referrals!
 
NESCO Resource was named Best of Staffing for both client and staffing 6 years in a row! We offer medical, dental, vision, short term disability, life insurance and 401K!! We are excited to work for you!
 
At NESCO Resource, our flexible staffing solutions include contract, contract-to-hire, and direct placement services. We employ specialized recruiters focused in the fields of Engineering, Information Technology, Accounting & Finance, Administrative & Customer Service, and Manufacturing & Distribution."
"179",179,"Data Scientist","Other Great Industries","Our client is dedicated to ensuring the integrity of the financial market and protecting investors.  With over a dozen various “Best Places to Work” awards, our client has proven that a position with them is more than a just a job.  They are currently looking for a Data Scientist now to join their award winning team. This position has a great benefit package that includes Medical, Dental and Vision benefits, 401k with company matching, and life insurance for those who qualify. Responsibilities of the Data Scientist: Define data mining approaches Perform ad-hoc analysis and R&D  Process, cleanse, and verify data integrity Enhance data collections processes and procedures Institute an automated system to detect anomalies; consistently track its performance Extend organizational data with third party sources Requirements of the Data Scientist: PhD in Computer Science, Data Science, Statistics, or other related field Experience solving real-world business problems using machine learning, data analysis/mining Strong applied statistics skills, including statistical testing, regression, and distributions Experience with data science toolkits (R, Weka, NumPy, MatLab) Solid understanding of machine learning techniques and algorithms Experience with data visualization tools and a data-oriented personality Excellent communication skills, verbal and written Keywords: Data Scientist, Machine Learning, Data Mining, Data Analysis, Statistics, R, Weka, NumPy, MatLab, Financial Services Job ID: 311284 About Eliassen Group: Eliassen Group provides strategic talent solutions to drive our clients’ innovation and business results. Leveraging nearly 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit http://www.eliassen.com. Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Don’t miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!"
"180",180,"Data Scientist (Quantitative)","Other Great Industries","Veritude is seeking a Quantitative Data Scientist for Fidelity Investments.  This position is based in Boston, MA.Fidelity’s Investment and Technology Solutions group is seeking a hands-on experienced data scientist with financial services industry experience.  As part of a small, nimble team, the associate’s key differentiating abilities will be exceptional analytical skills, and an ability to conceive of and develop differentiated products for the benefit of Fidelity’s customers. Absolutely critical is the associate’s ability to carry an initiative from idea through to execution.The Expertise We’re Looking For5+ years of financial industry experience
Education– At least one advanced degree (Master or PhD level) in a technical discipline (including coursework in fields such as statistics, computer science, applied math, econometrics, etc)
Natural programmer, and demonstrated industry experience with statistics and data modeling
Extensive experience in written and oral communications/presentations, and ability to produce a variety of business documents (business requirements, technical specs, slide presentations, etc.) that demonstrate command of language, clarity of thought, and orderliness of presentation
Industry contacts and an ability to hold a deep conversation in one or more of the following areas: electronic trading, asset management, consumer finance, and the Fintech industry landscape
Specific certifications – CFA is a plus
Experience with financial data sets is a plus
The Purpose of Your RoleWithin the Platform Analytics group in the Investment and Technology Solutions organization, you will be responsible for providing Project/Program Management oversight and direction for Artificial Intelligence and other analytics projects across Fidelity Institutional.  You will work with a variety of partners and stakeholders to help identify, execute, and track the progress of multiple projects at the same time. As part of a Product organization, you will also have the opportunity to work closely with Product Managers on various aspects of product rollout.  As a member of an analytics group, there may be opportunities to “get your hands dirty” developing analytics solutions from time to time.The Skills You BringSelf-motivated, with a strong desire to learn new skills and technology.
Comfort managing multiple complex projects with a variety of stakeholders, including internal partners and external clients
A knack for identifying and improving process inefficiencies.
Ability to effectively prioritize work.
A working knowledge of analytics techniques and tools. 
Ability to bring clarity and direction to ambiguous situations. 
Strong analytical and problem solving skills.
Ability to proactively execute on identified opportunities
The Value You DeliverEnsuring that Artificial Intelligence and other analytics use cases are optimally identified, prioritized, and executed on.
Tracking and reporting on progress related to Artificial Intelligence initiatives.
Communicating timely and appropriate updates to key stakeholders
Collaborating closely with partners throughout Fidelity to identify synergies, efficiencies, and economies of scale
How Your Work Impacts the OrganizationArtificial Intelligence solutions present opportunities for Fidelity Institutional to increase revenues, improve operations, manage risk, and create a better client experience.  Your work will ensure that Fidelity Institutional is well positioned to identify and execute on these opportunities."
"181",181,"SIGINT Data Scientist, Senior","Consulting","Job Number: R0012389SIGINT Data Scientist, SeniorKey Role:Provide Scientific, Engineering, and Technical Assistance (SETA) support to the government Program Manager (PM) and provide technical support and expertise on automated analysis of SIGINT data. Assimilate and integrate technical inputs from performers and analyze performers' technical deliverables and reports. Conduct technical writing, development or refinement of briefing materials, and other program documentation using Microsoft Word and PowerPoint, conduct independent review and summary of related technical literature and emerging technologies, and participate in conferences and workshops related to program technical areas. Develop and document testing methodology and protocols, ensuring they align with program technology components. Assess performer results against program metrics. Coordinate, align, and schedule technology development tasks across multiple performers and perform continuous analysis of technical progress in comparison to planned cost and schedule. Perform technical and programmatic risk analysis or review and tracking. Basic Qualifications:-3 years of experience with research in statistics, mathematics, or computer science-2 years of experience with research in time series analysis, text analysis, event ontologies, or stream-based machine learning-2 years of experience in R&D program management-TS/SCI clearance with a polygraph-MS degree in Mathematics, Computer Science, or EngineeringAdditional Qualifications:-Knowledge of the US SIGINT system, including database repositories, digital network intelligence, and dialed number recognition preferred-Possession of excellent writing and organizational skills-Possession of excellent oral and written communication skills-PhD degree in Mathematics or Computer Science preferredClearance:Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance with polygraph is required.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, or veteran status—to fearlessly drive change.CB13"
"182",182,"Taxonomist","Internet - ECommerce","• The right candidate with be self-directed, capable of working independently in ambiguous environments to define deliverables, shape outcomes and lead teams toward successful results. • The candidate must be able to thrive in a flat, fast-moving environment that relies on lightweight processes to deliver huge impact.• Develop comprehensive topic taxonomy for classifying client’s content in a natural, interpretable manner, at multiple granularities.• Evangelize the project with internal teams and identify new use ways these teams can leverage the work.• Work closely with engineers to prioritize and manage projects/deliverables effectively while adapting to changing business needs, processes and requirements.• Provide guidance about ontologies and semantic representations, supporting recommendations with data.• Analyze and optimize processes, owning data integrity and taxonomy effectiveness.• Coordinate and build alignment with teams and stakeholders across client's family of apps and services to optimize for consistency and interoperability.• Partner with PMs, engineers, product designers, researchers, and content strategists to oversee the user experience of a product from conception until launch (and then some).• Promote taxonomy and in the broader community of design and content professionals.• Help develop a high level, vision for the team, and identify opportunities that solve business and user needs through the taxonomy.

Job Requirements

• 5+ years developing and managing product taxonomies• Experience using taxonomy management systems to maintain categories, attributes, and other metadata. • Ontology development and information domain modeling experience• Proven ability to present complex technical and metadata information in a clear and concise way to a range of technical and non-technical audiences• Experience working with content systems and establishing the relationship between content topics• Proven ability to work on ambiguous projects and deliver effectively in customer-focused, cross-functional teams• Ability to think at a high level about product strategy and vision• Experience in building and shipping taxonomies and related features for content web sites, apps, or software• A portfolio or other work samples showing the impact of your content taxonomy work• Ability to partner with data science and comfort with data• 5+ years working with and developing content taxonomies• Familiarity working across different languages and markets- Experience with an international taxonomy, specifically how to internationalize taxonomy• Familiarity with data science and data-driven decision-making• Product/UX content strategy experience• Experience with social products"
"183",183,"Senior Data Scientist","Other Great Industries","Position Summary:
Kemper has an immediate need for a Senior Data Scientist in our corporate headquarters location in Chicago, IL. You will work as part of a team to build predictive models designed to support the Kemper organization in areas such as risk selection, customer
segmentation and lifetime value, insurance pricing, operational efficiency, and fraud detection.
Position Responsibilities:
• Developing and automating predictive modeling processes that can be deployed through the organization to solve reoccurring analytics needs (ex: state specific implementations).
• Aiding the decision making process of our internal customers by building easy to deploy tools that present both insightful data summaries and actionable modeling results.
• Functioning as both project lead and supervisor for teams of 3-5 analysts. Ensure compliance with both analytics best practices and corporate standards while emphasizing analyst training and development.
• Providing implementation support for completed projects to insure work results are successfully deployed in the marketplace.
• Experimenting with and conduct internal peer reviews for new modeling techniques to continually improve on existing methodologies.
• Meeting with key stakeholders to understand the processes and work streams of the area, identify problems that can be solved through predictive modeling and propose appropriate solutions;
• Prioritizing projects based on the positive impacts to the business
• Acting as an analytics resource in executive meetings and advise the leadership team on the best approaches to data driven solutions to corporate problems.
You will also serve as project coordinator for complex work streams that include multiple projects and address the research needs of an entire corporate function. Provide guidance and feedback to managers on analyst performance.
Position Qualifications:
• 5+ years of experience in a data science environment; financial industry preferred.
• Graduate degree in a quantitative field preferred: Mathematics, Statistics, CS, Physics etc.
• Excellent overall communication skills, particularly possessing the ability to translate technical results for wide audiences
• Proficiency and experience with several modeling techniques such as generalized linear models, decision trees, ensemble learning, regularized models (ridge/lasso/nets), clustering or neural networks.
• Solid coding skills and proficient with at least one programming language (C++, Java, Python etc.)
• Ability to work with various data formats – from delimited text files to ODBC connections and relational databases.
• Ability to combine various analysis methods to solve complex business problems, including using mathematical optimization techniques to combine predictions of different statistical models
• Strong skills with SAS or R, including an understanding of each tools comparative strengths
Our employees enjoy great benefits: 
• Qualify for your choice of health and dental plans within your first month.
• Save for your future with robust 401(k) match, Health Spending Accounts and various retirement plans.
• Learn and Grow with our Tuition Assistance Program, paid certifications and continuing education programs.
• Contribute to your community through United Way and volunteer programs.
• Balance your life with generous paid time off and business casual dress.
• Protect what you love with discounts on home and auto insurance products.
• Get employee discounts for shopping, dining and travel through Kemper Perks.
Kemper at a glance
With $11 billion in assets, Kemper is one of the nation's leading insurers. The Kemper family of companies specializes in auto, home, life, health and valuables insurance products for individuals, families and businesses.
Kemper’s underwriting companies* are rated A- (Excellent) and Infinity Property & Casualty is rated A (Excellent) by A.M. Best Company, the leading insurance industry rating authority. Kemper companies service seven million policies and rank among the top 25
personal lines property and casualty writers and the 2016 Ward’s 50 Top Performers list of life insurance companies.•Alliance United Insurance Company is not rated.
We value diversity and strive to be an employer of choice. An Equal Opportunity Employer, M/F/D/V
-MO -CB -ZR -GD -IN -MSJ -PT"
"184",184,"Data Scientist","Other Great Industries","The Civil and San Diego (CSD) Operations is responsible for a broad range analytical, engineering, independent assessments, strategic planning, and technology research, development, testing and evaluation (RDT&E) programs in support of new SPA markets.
Requirements:
•Bachelors’ Degree in Mathematics, Operations Research, Statistics, Computer Science, Engineering, or a related discipline.•5+ years of related experience, preferably in national security related programs.•3+ years’ experience with data analytics (e.g., descriptive statistics, predictive modeling, data visualization), this can include significant academic projects.•Experience with one or more scripting or high-level programming languages such as Python, R, MATLAB, Java. •Experience with designing and developing automated analytic software, techniques, and algorithms.•Proficient in developing relational databases and mining data.•Proven ability to prioritize and execute workload to meet requirements and deadlines. •Experience developing compelling written and visual communications that are clear, concise, and suited to the audience. •Advanced knowledge of Microsoft Office Suite (e.g., Excel, Access, Word, PowerPoint).•Possess an active SECRET clearance with the ability to obtain TS.Desired:•Master’s Degree. •Experience providing analytical support to the Department of Homeland Security.•Experience with discrete system simulation software such as Arena or ExtendSim.•Experience with ArcGIS. •Experience within cybersecurity and/or critical infrastructure domains.•Active TS clearance. •DHS Suitability.
Job Description:
The Data Scientist will provide advanced analytical support to the Department of Homeland Security (DHS) and will apply science-based techniques and critical thinking to help inform and improve the Department’s decision-making abilities for preparation, response and recovery to manmade and natural disasters and impacts on the Nation’s critical infrastructure. Apply principles of mathematics and statistics, computer science, software development, and data science fundamentals to design and implement an analytical capability with modern tools, workflow processes, and data visualizations. Contribute to the development of capabilities such as text analytic engines for automated document review and metadata discovery dashboards. Job duties/responsibilities:•Assist in identifying, prioritizing, and executing programs to help demonstrate and expand analytical capabilities.•Develop data standards and frameworks to collect, integrate and link, and manage data.•Build data governance and structure for enterprise data integration.•Run, develop, and document models and analytic methods.•Create software code to extract and transform data for use in analysis.•Develop automated analytic algorithms to assist with data management.•Develop plans of action and timetables in order to meet established deadlines#CJ"
"185",185,"Sr. Data Scientist","Other Great Industries","Position OverviewCollaborates with partners across the Company in product, marketing, operations and finance departments to develop business insights and make actionable recommendations.  Examines data to uncover insights, design experiments and measure the impact, and ultimately help influence decision-making across the entire organization.  Responsible for combining different sources of data to contribute to strategic and operational decision making.Job ResponsibilitiesInteracts with stakeholders to establish business metrics and analytical frameworks that measure the health of our products, our customer experience, and contractor performance.
Partners with product managers, pricing analysts, marketers, and operators to translate business insights into decisions and action.
Designs product experiments, analyzes results, communicates next steps, supports launch decisions.
Is the in-house subject matter expert and will be instrumental in helping the Company continue its evolution into a data driven, analytical culture.
Pursues a variety of issues ranging from understanding our customers and contractors to ensuring profitable product portfolio management.
Partners in the research and development of data models to produce insights around complex and impactful problems in the home services business. 
Creates and statistically analyzes large data sets of internal and external data.
Prepares results to be communicated across the organization in a way that informs and drives the organization to action.
Performs data analysis and rigorous testing to ensure high quality assets.
Analyzes new data sources for availability and quality, and integrates with internal sources to support research or analytics.
Builds both ad hoc and reusable data access code and maintains that code to support analytics.
Provides training and support to analytics team and advance users.
Partners with IT on data, reporting, and analytics projects as needed.
Creates and maintains documentation for models and outcomes.
Job RequirementsBachelor’s degree in relevant fields such as Statistics, Econometrics, Operations Research, Applied Mathematics or Engineering
Experience in handling data in large quantities (e.g. Hadoop, SQL databases)
Experience with analytical (visualization) software such as SAS, R. Matlab, Scipy, Python
3+ years of relevant experience in data science or analytics role
Critical thinking skills in formulating hypotheses, interpreting results
Self-motivated with strong attention to detail
Ability to anticipate problems and opportunities and the initiative to pursue solutions.
Intellectual curiosity and ability to handle high levels of ambiguity
Ability to communicate complex statistical concepts and output to non-experts in both a written and verbal manner
Technical experience in SPSs, Big Query, Google Analytics, Excel and/or Tableau a plus 
Business insight
Ability to work under pressure and within tight deadlines"
"186",186,"Chief Data Scientist","Consulting","Job Number: R0024324Chief Data ScientistKey Role:Serve as a senior technical leader of a data science and machine intelligence team, leveraging expertise with consulting to define business problems, work with and manipulate data, develop data science and machine learning algorithms and solutions, and develop machine learning models into production environments. Work across client sets to address business challenges, perform analysis, and explain the analysis to senior clients. Lead the identification of opportunities to apply knowledge and expertise of deep learning technologies to develop prototypes and analytic models to challenges with new and existing clients through the application of new, innovative capabilities. Lead and support engagements across government clients. Provide thought leadership, drive business growth within the market, and develop and maintain client relationships. Take an active role in the development, mentoring, and coaching of the team, work actively to enhance the diversity of the firm, and play a lead role in attracting, developing, and retaining talent.
Basic Qualifications-10+ years of experience with designing, developing, and leading analytics or software development projects in Java, Scala, or other high-level languages-3+ years of experience with Cloud computing and open source solutions-Experience in the application of data science and machine learning algorithms, including structured, unstructured, or relational and data mining and machine learning techniques-Experience with developing and mentoring staff at all levels and building an internal capacity to deliver high quality and highly innovative analytics services-Experience with developing and implementing successful market strategy and business development and leading proposal, project, and intellectual capital creation-TS/SCI clearance-BA or BS degree required
Additional Qualifications-Experience with developing analytics for geospatial and commercial imagery data-Experience with developing and driving cross-cutting capabilities or solutions-Experience with deep learning frameworks, including Theano, Torch, Caffe, or AWS Rekognition-Experience with Natural Language Processing toolkits, including Stanford NLP or OpenNLP-Experience with business development and leading proposal, project, and intellectual capital creation-Ability to be well-versed in modern software development techniques, methods, and technologies-MS degree in Computer Science, Mathematics, or Physics preferred; PhD degree in Computer Science, Mathematics, or Physics a plus
ClearanceApplicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; TS/SCI clearance is required.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, or veteran status—to fearlessly drive change.CB13"
"187",187,"Biostatistician","Other Great Industries","Apex Life Sciences is seeking a Biostatistician to provide statistical support to development and clinical research projects. This candidate will interact with research personnel to ascertain needs and develops appropriate design and statistical solutions and write statistical analysis plans (SAPs) and statistical reports for use by internal and external customers.
Responsibilities:
Interacts with product developers and clinical investigators to design clinical trials with appropriate statistical methods and adequate sample size for statistical justification of clinical utility claims.
Writes data analysis plans as needed to capture design elements and statistical methodology.
Performs data analysis and prepares statistical reports of results.
Performs Quality Control (QC) for statistical analyses by other biostatisticians to ensure analysis quality
Conducts randomization and blinding of samples.
Develops data entry spreadsheets as needed.
Evaluates databases and statistical analysis programs and interacts with computer groups to determine hardware/software compatibility.
Maintains expertise in state-of-the-art data manipulation and statistical analyses.
Manages technical aspects of project(s), as assigned.
Monitors work to ensure quality, and continuously promotes Quality First Time.
Qualifications  
Masters degree in Statistics or a related field required; PhD degree in Statistics or a related field preferred
Masters with 3+ years statistical analysis in a healthcare environment or PhD plus significant experience in analysis and reporting using statistical software.
Experience with SAS strongly preferred
Design of Experiments (DOE) experience preferred
Experience in FDA submissions and in vitro diagnostic tests a plus
Knowledge of statistical basis for sensitivity, specificity, agreement rates, and reproducibility testing required for validation and FDA clearance and approval.
Strong ability to collaborate across departments and interact with various levels in the organization.
High attention to detail with skill in producing organized reports.
Ability to write statistical code and documentation.
Ability to work in a team-focused environment is essential, as all statistical analyses under design control require both lead statistical analysis and quality control (QC), each conducted by different individuals who must coordinate activities.








EEO EmployerApex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178."
"188",188,"Senior Data Scientist-NYC-$160k-200k","Telecommunications","My client is a Fortune 500 company that is looking to expand their Data Science team and bring on an experienced Data Scientist. This is a full-time, permanent opportunity offering a great salary and opportunity to work with the newest technologies. Responsibilites & Requirements:*Prior Experience as a Data Scientist *Develop Machine Learning/Statistical Models and Algorithms*Experience with AWS (Redshift, S3, EC2, EMR,)*Strong Python experience, ideally building Data Pipelines*ETL & Spark experienceBenefits:*Opportunity to work with the newest technologies*Full health/dental/vision coverage*Significant Paid Time Off*State of the art Facilities*401(k) with company match*Opportunity to build out the Data Science teamPlease send your resume to [Click Here to Email Your Resumé] or call 212-731-8282!"
